Protein	CTRL.28.4.1	CTRL.30.1.1	CTRL.30.5.1	CTRL.30.7.1	CTRL.39.2.1	CTRL.39.3.1	CTRL.39.6.1	CTRL.39.12.1	CTRL.39.13.1	BOS.39.13.2	BOS.42.10.2	BOS.42.11.2	CTRL.28.4.1.Norm	CTRL.30.1.1.Norm	CTRL.30.5.1.Norm	CTRL.30.7.1.Norm	CTRL.39.2.1.Norm	CTRL.39.3.1.Norm	CTRL.39.6.1.Norm	CTRL.39.12.1.Norm	CTRL.39.13.1.Norm	BOS.39.13.2.Norm	BOS.42.10.2.Norm	BOS.42.11.2.Norm
ADPPT_HUMAN	1	1	1	3	0	2	3	4	1	0	0	2	31.9542147581809	36.0383629807699	38.2711448745898	122.964266986602	0	63.2341191332732	122.896095383318	168.653821336738	40.9413628691379	0	0	72.5953599288299
ADRM1_HUMAN	4	1	3	2	4	3	1	2	3	1	1	1	127.816859032724	36.0383629807699	114.813434623769	81.976177991068	81.0734163526456	94.8511786999098	40.9653651277727	84.3269106683691	122.824088607414	39.1279954621294	46.5190067395295	36.2976799644149
ADRO_HUMAN	11	10	8	10	12	8	4	4	6	5	7	4	351.49636233999	360.383629807699	306.169158996718	409.88088995534	243.220249057937	252.936476533093	163.861460511091	168.653821336738	245.648177214827	195.639977310647	325.633047176706	145.19071985766
ADT1_HUMAN	18	22	16	20	30	17	13	15	15	11	10	10	575.175865647256	792.843985576939	612.338317993436	819.76177991068	608.050622644842	537.490012632822	532.549746661045	632.451830012768	614.120443037068	430.407950083424	465.190067395295	362.976799644149
ADT2_HUMAN	14	16	10	10	23	12	10	11	0	9	7	7	447.359006614532	576.613807692319	382.711448745898	409.88088995534	466.172144027712	379.404714799639	409.653651277727	463.79800867603	0	352.151959159165	325.633047176706	254.083759750905
ADT3_HUMAN	18	21	16	18	31	16	12	16	15	12	12	10	575.175865647256	756.805622596169	612.338317993436	737.785601919612	628.318976733004	505.872953066186	491.584381533272	674.615285346953	614.120443037068	469.535945545553	558.228080874354	362.976799644149
ADXL_HUMAN	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.988088995534	0	0	0	0	0	0	0	0
AEBP1_HUMAN	12	10	9	9	24	15	9	6	4	6	7	10	383.450577098171	360.383629807699	344.440303871308	368.892800959806	486.440498115874	474.255893499549	368.688286149954	252.980732005107	163.765451476552	234.767972772777	325.633047176706	362.976799644149
AEDO_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	36.0383629807699	0	0	0	0	0	0	0	0	0	0
AFAP1_HUMAN	0	2	2	1	1	1	1	1	0	0	0	2	0	72.0767259615399	76.5422897491795	40.988088995534	20.2683540881614	31.6170595666366	40.9653651277727	42.1634553341846	0	0	0	72.5953599288299
AFG32_HUMAN	8	6	5	5	6	4	4	6	5	4	3	2	255.633718065447	216.23017788462	191.355724372949	204.94044497767	121.610124528968	126.468238266546	163.861460511091	252.980732005107	204.706814345689	156.511981848518	139.557020218588	72.5953599288299
AGAL_HUMAN	2	2	0	0	1	1	0	0	3	0	0	0	63.9084295163618	72.0767259615399	0	0	20.2683540881614	31.6170595666366	0	0	122.824088607414	0	0	0
AGAP2_HUMAN	0	0	1	0	0	0	0	0	0	0	0	0	0	0	38.2711448745898	0	0	0	0	0	0	0	0	0
AGAP3_HUMAN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31.6170595666366	0	0	0	0	0	0
AGFG1_HUMAN	6	2	3	3	10	6	2	0	4	5	4	4	191.725288549085	72.0767259615399	114.813434623769	122.964266986602	202.683540881614	189.70235739982	81.9307302555453	0	163.765451476552	195.639977310647	186.076026958118	145.19071985766
AGK_HUMAN	1	1	0	1	0	1	0	1	1	0	0	1	31.9542147581809	36.0383629807699	0	40.988088995534	0	31.6170595666366	0	42.1634553341846	40.9413628691379	0	0	36.2976799644149
AGM1_HUMAN	7	7	6	5	14	8	5	3	2	5	4	4	223.679503307266	252.26854086539	229.626869247539	204.94044497767	283.75695723426	252.936476533093	204.826825638863	126.490366002554	81.8827257382758	195.639977310647	186.076026958118	145.19071985766
AGO1_HUMAN	1	4	0	3	0	3	0	0	3	0	0	0	31.9542147581809	144.15345192308	0	122.964266986602	0	94.8511786999098	0	0	122.824088607414	0	0	0
AGO2_HUMAN	2	4	3	0	3	5	2	3	3	0	1	0	63.9084295163618	144.15345192308	114.813434623769	0	60.8050622644842	158.085297833183	81.9307302555453	126.490366002554	122.824088607414	0	46.5190067395295	0
AGO3_HUMAN	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	122.964266986602	0	0	0	0	0	0	0	0
AGRIN_HUMAN	5	6	4	5	4	4	4	0	3	1	2	3	159.771073790904	216.23017788462	153.084579498359	204.94044497767	81.0734163526456	126.468238266546	163.861460511091	0	122.824088607414	39.1279954621294	93.038013479059	108.893039893245
AGRL2_HUMAN	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	31.6170595666366	0	0	0	0	46.5190067395295	0
AHNK_HUMAN	53	75	32	37	62	66	29	35	48	35	90	207	1693.57338218359	2702.87722355775	1224.67663598687	1516.55929283476	1256.63795346601	2086.72593139802	1187.99558870541	1475.72093669646	1965.18541771862	1369.47984117453	4186.71060655765	7513.61975263389
AHSA1_HUMAN	3	2	4	4	7	4	2	2	3	1	0	3	95.8626442745427	72.0767259615399	153.084579498359	163.952355982136	141.87847861713	126.468238266546	81.9307302555453	84.3269106683691	122.824088607414	39.1279954621294	0	108.893039893245
AIDA_HUMAN	7	5	2	4	10	7	4	3	5	3	2	6	223.679503307266	180.19181490385	76.5422897491795	163.952355982136	202.683540881614	221.319416966456	163.861460511091	126.490366002554	204.706814345689	117.383986386388	93.038013479059	217.78607978649
AIFM1_HUMAN	14	11	13	7	21	11	11	9	10	6	10	8	447.359006614532	396.421992788469	497.524883369667	286.916622968738	425.63543585139	347.787655233003	450.619016405499	379.471098007661	409.413628691379	234.767972772777	465.190067395295	290.381439715319
AIMP1_HUMAN	5	7	3	2	18	6	6	6	3	10	11	7	159.771073790904	252.26854086539	114.813434623769	81.976177991068	364.830373586905	189.70235739982	245.792190766636	252.980732005107	122.824088607414	391.279954621295	511.709074134824	254.083759750905
AIMP2_HUMAN	4	5	4	6	8	3	4	4	3	1	3	1	127.816859032724	180.19181490385	153.084579498359	245.928533973204	162.146832705291	94.8511786999098	163.861460511091	168.653821336738	122.824088607414	39.1279954621294	139.557020218588	36.2976799644149
AIP_HUMAN	7	3	6	5	14	4	4	3	2	5	3	3	223.679503307266	108.11508894231	229.626869247539	204.94044497767	283.75695723426	126.468238266546	163.861460511091	126.490366002554	81.8827257382758	195.639977310647	139.557020218588	108.893039893245
AK1A1_HUMAN	15	17	14	9	28	16	11	10	10	15	11	14	479.313221372713	612.652170673089	535.796028244257	368.892800959806	567.513914468519	505.872953066186	450.619016405499	421.634553341846	409.413628691379	586.919931931942	511.709074134824	508.167519501809
AK1C1_HUMAN	12	12	9	12	23	12	11	15	12	11	6	9	383.450577098171	432.460355769239	344.440303871308	491.857067946408	466.172144027712	379.404714799639	450.619016405499	632.451830012768	491.296354429655	430.407950083424	279.114040437177	326.679119679734
AK1C2_HUMAN	7	0	0	0	0	0	0	0	0	0	0	0	223.679503307266	0	0	0	0	0	0	0	0	0	0	0
AK1C3_HUMAN	14	12	12	12	29	19	14	15	15	14	9	9	447.359006614532	432.460355769239	459.253738495077	491.857067946408	587.782268556681	600.724131766096	573.515111788817	632.451830012768	614.120443037068	547.791936469812	418.671060655765	326.679119679734
AKA12_HUMAN	40	28	15	13	43	41	25	18	26	43	29	32	1278.16859032724	1009.07416346156	574.067173118846	532.845156941942	871.53922579094	1296.2994422321	1024.13412819432	758.942196015322	1064.47543459758	1682.50380487157	1349.05119544636	1161.52575886128
AKAP1_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	36.0383629807699	0	0	0	0	0	0	0	0	0	0
AKAP2_HUMAN	18	9	7	5	25	10	4	6	7	10	14	11	575.175865647256	324.34526682693	267.898014122128	204.94044497767	506.708852204035	316.170595666366	163.861460511091	252.980732005107	286.589540083965	391.279954621295	651.266094353413	399.274479608564
AKAP8_HUMAN	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	39.1279954621294	0	36.2976799644149
AKP13_HUMAN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31.6170595666366	0	0	0	0	0	0
AKT1_HUMAN	3	3	2	1	2	3	2	1	1	0	1	0	95.8626442745427	108.11508894231	76.5422897491795	40.988088995534	40.5367081763228	94.8511786999098	81.9307302555453	42.1634553341846	40.9413628691379	0	46.5190067395295	0
AKT2_HUMAN	3	0	1	0	1	2	1	0	1	0	0	0	95.8626442745427	0	38.2711448745898	0	20.2683540881614	63.2341191332732	40.9653651277727	0	40.9413628691379	0	0	0
AKT3_HUMAN	2	4	2	2	1	4	0	0	2	0	2	0	63.9084295163618	144.15345192308	76.5422897491795	81.976177991068	20.2683540881614	126.468238266546	0	0	81.8827257382758	0	93.038013479059	0
AKTS1_HUMAN	4	0	0	0	1	2	0	2	1	2	2	0	127.816859032724	0	0	0	20.2683540881614	63.2341191332732	0	84.3269106683691	40.9413628691379	78.2559909242589	93.038013479059	0
AL1A1_HUMAN	1	1	4	0	1	1	1	1	1	1	1	0	31.9542147581809	36.0383629807699	153.084579498359	0	20.2683540881614	31.6170595666366	40.9653651277727	42.1634553341846	40.9413628691379	39.1279954621294	46.5190067395295	0
AL1B1_HUMAN	20	18	14	11	25	18	8	11	11	10	7	9	639.084295163618	648.690533653859	535.796028244257	450.868978950874	506.708852204035	569.107072199459	327.722921022181	463.79800867603	450.354991560517	391.279954621295	325.633047176706	326.679119679734
AL1L2_HUMAN	19	39	26	28	28	26	14	16	19	9	12	6	607.130080405437	1405.49615625003	995.049766739334	1147.66649187495	567.513914468519	822.043548732552	573.515111788817	674.615285346953	777.88589451362	352.151959159165	558.228080874354	217.78607978649
AL3A2_HUMAN	0	1	0	0	2	1	2	1	1	0	0	0	0	36.0383629807699	0	0	40.5367081763228	31.6170595666366	81.9307302555453	42.1634553341846	40.9413628691379	0	0	0
AL4A1_HUMAN	2	2	0	1	1	1	0	1	2	1	1	1	63.9084295163618	72.0767259615399	0	40.988088995534	20.2683540881614	31.6170595666366	0	42.1634553341846	81.8827257382758	39.1279954621294	46.5190067395295	36.2976799644149
AL7A1_HUMAN	10	10	9	10	15	8	7	8	8	7	6	5	319.542147581809	360.383629807699	344.440303871308	409.88088995534	304.025311322421	252.936476533093	286.757555894409	337.307642673477	327.530902953103	273.895968234906	279.114040437177	181.488399822075
AL9A1_HUMAN	14	11	14	8	20	16	10	6	10	7	7	3	447.359006614532	396.421992788469	535.796028244257	327.904711964272	405.367081763228	505.872953066186	409.653651277727	252.980732005107	409.413628691379	273.895968234906	325.633047176706	108.893039893245
ALBU_HUMAN	2	0	2	2	4	2	2	2	1	2	1	2	63.9084295163618	0	76.5422897491795	81.976177991068	81.0734163526456	63.2341191332732	81.9307302555453	84.3269106683691	40.9413628691379	78.2559909242589	46.5190067395295	72.5953599288299
ALDH2_HUMAN	14	10	10	7	22	15	8	9	6	10	6	11	447.359006614532	360.383629807699	382.711448745898	286.916622968738	445.903789939551	474.255893499549	327.722921022181	379.471098007661	245.648177214827	391.279954621295	279.114040437177	399.274479608564
ALDOA_HUMAN	56	59	53	40	109	58	46	60	46	62	47	48	1789.43602645813	2126.26341586543	2028.37067835326	1639.52355982136	2209.25059560959	1833.78945486492	1884.40679587754	2529.80732005107	1883.30269198034	2425.93571865203	2186.39331675789	1742.28863829192
ALDOC_HUMAN	23	23	16	11	41	22	16	13	19	24	16	18	734.94693943816	828.882348557709	612.338317993436	450.868978950874	831.002517614618	695.575310466005	655.445842044363	548.124919344399	777.88589451362	939.071891091107	744.304107832472	653.358239359469
ALDR_HUMAN	12	9	10	5	21	11	9	6	7	8	9	10	383.450577098171	324.34526682693	382.711448745898	204.94044497767	425.63543585139	347.787655233003	368.688286149954	252.980732005107	286.589540083965	313.023963697036	418.671060655765	362.976799644149
ALG1_HUMAN	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	40.988088995534	0	0	0	0	40.9413628691379	0	0	0
ALG11_HUMAN	1	1	1	1	3	1	1	1	1	0	1	0	31.9542147581809	36.0383629807699	38.2711448745898	40.988088995534	60.8050622644842	31.6170595666366	40.9653651277727	42.1634553341846	40.9413628691379	0	46.5190067395295	0
ALG2_HUMAN	0	1	0	1	0	0	0	0	2	0	0	0	0	36.0383629807699	0	40.988088995534	0	0	0	0	81.8827257382758	0	0	0
ALKB3_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	36.0383629807699	0	0	0	0	0	0	0	0	0	0
ALKB5_HUMAN	1	0	0	0	0	1	0	0	0	0	0	0	31.9542147581809	0	0	0	0	31.6170595666366	0	0	0	0	0	0
ALKB8_HUMAN	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.9413628691379	0	0	0
AMD_HUMAN	1	0	1	1	2	2	1	0	0	0	1	0	31.9542147581809	0	38.2711448745898	40.988088995534	40.5367081763228	63.2341191332732	40.9653651277727	0	0	0	46.5190067395295	0
AMOL2_HUMAN	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	31.6170595666366	0	0	0	0	46.5190067395295	0
AMPB_HUMAN	12	14	18	14	24	19	12	13	12	4	5	5	383.450577098171	504.537081730779	688.880607742616	573.833245937476	486.440498115874	600.724131766096	491.584381533272	548.124919344399	491.296354429655	156.511981848518	232.595033697647	181.488399822075
AMPD2_HUMAN	1	2	1	1	2	1	1	0	1	0	0	0	31.9542147581809	72.0767259615399	38.2711448745898	40.988088995534	40.5367081763228	31.6170595666366	40.9653651277727	0	40.9413628691379	0	0	0
AMPE_HUMAN	3	1	3	2	3	3	2	2	1	0	0	2	95.8626442745427	36.0383629807699	114.813434623769	81.976177991068	60.8050622644842	94.8511786999098	81.9307302555453	84.3269106683691	40.9413628691379	0	0	72.5953599288299
AMPL_HUMAN	18	15	16	19	33	12	11	14	7	6	7	9	575.175865647256	540.575444711549	612.338317993436	778.773690915146	668.855684909326	379.404714799639	450.619016405499	590.288374678584	286.589540083965	234.767972772777	325.633047176706	326.679119679734
AMPL_HUMAN-DECOY	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.9653651277727	0	0	0	0	0
AMPN_HUMAN	25	20	24	14	47	26	11	14	16	11	11	10	798.855368954522	720.767259615399	918.507476990154	573.833245937476	952.612642143586	822.043548732552	450.619016405499	590.288374678584	655.061805906206	430.407950083424	511.709074134824	362.976799644149
AMRP_HUMAN	5	4	3	7	17	6	4	6	4	11	7	8	159.771073790904	144.15345192308	114.813434623769	286.916622968738	344.562019498744	189.70235739982	163.861460511091	252.980732005107	163.765451476552	430.407950083424	325.633047176706	290.381439715319
AN13A_HUMAN	2	3	1	3	4	3	3	5	1	2	0	1	63.9084295163618	108.11508894231	38.2711448745898	122.964266986602	81.0734163526456	94.8511786999098	122.896095383318	210.817276670923	40.9413628691379	78.2559909242589	0	36.2976799644149
AN13D_HUMAN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	46.5190067395295	0
AN32A_HUMAN	6	3	5	4	7	2	4	5	3	5	7	9	191.725288549085	108.11508894231	191.355724372949	163.952355982136	141.87847861713	63.2341191332732	163.861460511091	210.817276670923	122.824088607414	195.639977310647	325.633047176706	326.679119679734
AN32B_HUMAN	3	0	0	0	0	2	2	0	0	0	0	0	95.8626442745427	0	0	0	0	63.2341191332732	81.9307302555453	0	0	0	0	0
AN32E_HUMAN	1	2	0	2	3	3	2	3	2	1	3	1	31.9542147581809	72.0767259615399	0	81.976177991068	60.8050622644842	94.8511786999098	81.9307302555453	126.490366002554	81.8827257382758	39.1279954621294	139.557020218588	36.2976799644149
ANAG_HUMAN	25	32	27	29	46	27	25	27	22	10	17	12	798.855368954522	1153.22761538464	1033.32091161392	1188.65458087049	932.344288055425	853.660608299188	1024.13412819432	1138.41329402298	900.709983121033	391.279954621295	790.823114572001	435.572159572979
ANCHR_HUMAN	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42.1634553341846	0	0	0	0
ANFY1_HUMAN	2	4	4	3	2	2	2	2	1	0	1	0	63.9084295163618	144.15345192308	153.084579498359	122.964266986602	40.5367081763228	63.2341191332732	81.9307302555453	84.3269106683691	40.9413628691379	0	46.5190067395295	0
ANGL2_HUMAN	2	2	2	3	3	3	1	0	1	1	0	1	63.9084295163618	72.0767259615399	76.5422897491795	122.964266986602	60.8050622644842	94.8511786999098	40.9653651277727	0	40.9413628691379	39.1279954621294	0	36.2976799644149
ANGL4_HUMAN	1	2	0	2	0	0	0	0	0	0	0	0	31.9542147581809	72.0767259615399	0	81.976177991068	0	0	0	0	0	0	0	0
ANGT_HUMAN	1	0	0	0	0	0	0	0	0	0	0	1	31.9542147581809	0	0	0	0	0	0	0	0	0	0	36.2976799644149
ANK2_HUMAN	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	40.5367081763228	0	0	0	0	0	46.5190067395295	0
ANK3_HUMAN	0	0	0	0	2	1	0	1	3	0	0	0	0	0	0	0	40.5367081763228	31.6170595666366	0	42.1634553341846	122.824088607414	0	0	0
ANKH_HUMAN	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.988088995534	0	0	0	0	0	0	0	0
ANKH1_HUMAN	0	1	0	1	0	0	0	0	0	0	0	0	0	36.0383629807699	0	40.988088995534	0	0	0	0	0	0	0	0
ANKY2_HUMAN	1	0	0	0	0	1	0	0	0	0	0	0	31.9542147581809	0	0	0	0	31.6170595666366	0	0	0	0	0	0
ANM1_HUMAN	3	3	3	5	4	6	2	1	2	1	1	0	95.8626442745427	108.11508894231	114.813434623769	204.94044497767	81.0734163526456	189.70235739982	81.9307302555453	42.1634553341846	81.8827257382758	39.1279954621294	46.5190067395295	0
ANM5_HUMAN	1	2	0	1	1	1	1	1	0	0	0	0	31.9542147581809	72.0767259615399	0	40.988088995534	20.2683540881614	31.6170595666366	40.9653651277727	42.1634553341846	0	0	0	0
ANO10_HUMAN	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	40.988088995534	20.2683540881614	0	0	0	0	0	0	0
ANO6_HUMAN	1	4	2	4	4	3	2	1	2	0	0	1	31.9542147581809	144.15345192308	76.5422897491795	163.952355982136	81.0734163526456	94.8511786999098	81.9307302555453	42.1634553341846	81.8827257382758	0	0	36.2976799644149
ANPRB_HUMAN	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	40.9413628691379	0	46.5190067395295	0
ANPRC_HUMAN	1	0	0	1	3	2	1	1	1	0	1	1	31.9542147581809	0	0	40.988088995534	60.8050622644842	63.2341191332732	40.9653651277727	42.1634553341846	40.9413628691379	0	46.5190067395295	36.2976799644149
ANR44_HUMAN	1	1	1	1	0	1	0	0	0	0	0	0	31.9542147581809	36.0383629807699	38.2711448745898	40.988088995534	0	31.6170595666366	0	0	0	0	0	0
ANR52_HUMAN	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.988088995534	0	0	0	0	0	0	0	0
ANTR1_HUMAN	5	2	2	0	2	2	3	1	1	2	1	1	159.771073790904	72.0767259615399	76.5422897491795	0	40.5367081763228	63.2341191332732	122.896095383318	42.1634553341846	40.9413628691379	78.2559909242589	46.5190067395295	36.2976799644149
ANTR2_HUMAN	3	1	1	1	2	2	1	1	1	2	0	2	95.8626442745427	36.0383629807699	38.2711448745898	40.988088995534	40.5367081763228	63.2341191332732	40.9653651277727	42.1634553341846	40.9413628691379	78.2559909242589	0	72.5953599288299
ANX11_HUMAN	10	11	11	10	24	10	11	12	9	10	7	11	319.542147581809	396.421992788469	420.982593620487	409.88088995534	486.440498115874	316.170595666366	450.619016405499	505.961464010215	368.472265822241	391.279954621295	325.633047176706	399.274479608564
ANXA1_HUMAN	56	59	59	46	134	54	53	66	55	62	62	62	1789.43602645813	2126.26341586543	2257.9975476008	1885.45209379456	2715.95944781363	1707.32121659838	2171.16435177195	2782.78805205618	2251.77495780258	2425.93571865203	2884.17841785083	2250.45615779373
ANXA2_HUMAN	111	119	116	85	201	108	108	121	95	109	116	94	3546.91783815808	4288.56519471162	4439.45280545241	3483.98756462039	4073.93917172044	3414.64243319675	4424.25943379945	5101.77809543633	3889.4294725681	4264.95150537211	5396.20478178542	3411.981916655
ANXA3_HUMAN	1	0	1	0	0	0	0	0	0	0	0	0	31.9542147581809	0	38.2711448745898	0	0	0	0	0	0	0	0	0
ANXA4_HUMAN	25	14	17	16	34	19	20	16	22	15	20	19	798.855368954522	504.537081730779	650.609462868026	655.809423928544	689.124038997488	600.724131766096	819.307302555453	674.615285346953	900.709983121033	586.919931931942	930.38013479059	689.655919323884
ANXA5_HUMAN	126	109	114	90	188	128	110	127	111	100	126	114	4026.23105953079	3928.18156490392	4362.91051570323	3688.92800959806	3810.45056857434	4046.98362452949	4506.19016405499	5354.75882744144	4544.4912784743	3912.79954621295	5861.39484918072	4137.9355159433
ANXA6_HUMAN	77	75	81	56	130	72	79	74	72	60	55	59	2460.47453637993	2702.87722355775	3099.96273484177	2295.3329837499	2634.88603146098	2276.42828879784	3236.26384509404	3120.09569472966	2947.77812657793	2347.67972772777	2558.54537067412	2141.56311790048
ANXA7_HUMAN	10	10	7	10	12	12	6	11	7	7	7	2	319.542147581809	360.383629807699	267.898014122128	409.88088995534	243.220249057937	379.404714799639	245.792190766636	463.79800867603	286.589540083965	273.895968234906	325.633047176706	72.5953599288299
AOC3_HUMAN	2	2	1	2	4	5	1	1	2	1	1	1	63.9084295163618	72.0767259615399	38.2711448745898	81.976177991068	81.0734163526456	158.085297833183	40.9653651277727	42.1634553341846	81.8827257382758	39.1279954621294	46.5190067395295	36.2976799644149
AP1B1_HUMAN	9	14	11	9	20	15	10	13	8	3	0	0	287.587932823628	504.537081730779	420.982593620487	368.892800959806	405.367081763228	474.255893499549	409.653651277727	548.124919344399	327.530902953103	117.383986386388	0	0
AP1G1_HUMAN	1	4	2	4	3	4	2	2	1	1	0	2	31.9542147581809	144.15345192308	76.5422897491795	163.952355982136	60.8050622644842	126.468238266546	81.9307302555453	84.3269106683691	40.9413628691379	39.1279954621294	0	72.5953599288299
AP1M1_HUMAN	3	2	1	3	0	4	0	0	2	0	0	0	95.8626442745427	72.0767259615399	38.2711448745898	122.964266986602	0	126.468238266546	0	0	81.8827257382758	0	0	0
AP1S1_HUMAN	1	1	0	0	0	1	0	0	0	0	0	0	31.9542147581809	36.0383629807699	0	0	0	31.6170595666366	0	0	0	0	0	0
AP2A1_HUMAN	2	18	10	20	9	11	4	12	9	2	2	1	63.9084295163618	648.690533653859	382.711448745898	819.76177991068	182.415186793453	347.787655233003	163.861460511091	505.961464010215	368.472265822241	78.2559909242589	93.038013479059	36.2976799644149
AP2A2_HUMAN	0	8	6	11	4	7	3	4	6	0	0	0	0	288.30690384616	229.626869247539	450.868978950874	81.0734163526456	221.319416966456	122.896095383318	168.653821336738	245.648177214827	0	0	0
AP2B1_HUMAN	18	27	21	18	32	27	20	19	14	8	8	7	575.175865647256	973.035800480789	803.694042366385	737.785601919612	648.587330821165	853.660608299188	819.307302555453	801.105651349507	573.17908016793	313.023963697036	372.152053916236	254.083759750905
AP2M1_HUMAN	7	6	4	5	6	8	4	4	4	3	2	2	223.679503307266	216.23017788462	153.084579498359	204.94044497767	121.610124528968	252.936476533093	163.861460511091	168.653821336738	163.765451476552	117.383986386388	93.038013479059	72.5953599288299
AP2S1_HUMAN	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.9413628691379	0	0	0
AP3B1_HUMAN	3	4	3	6	7	4	4	3	5	1	1	0	95.8626442745427	144.15345192308	114.813434623769	245.928533973204	141.87847861713	126.468238266546	163.861460511091	126.490366002554	204.706814345689	39.1279954621294	46.5190067395295	0
AP3D1_HUMAN	2	4	1	2	2	4	1	0	2	0	1	0	63.9084295163618	144.15345192308	38.2711448745898	81.976177991068	40.5367081763228	126.468238266546	40.9653651277727	0	81.8827257382758	0	46.5190067395295	0
AP3M1_HUMAN	2	3	3	4	7	5	4	3	2	1	2	3	63.9084295163618	108.11508894231	114.813434623769	163.952355982136	141.87847861713	158.085297833183	163.861460511091	126.490366002554	81.8827257382758	39.1279954621294	93.038013479059	108.893039893245
AP3M2_HUMAN	0	2	0	0	0	0	0	0	0	0	0	0	0	72.0767259615399	0	0	0	0	0	0	0	0	0	0
AP3S1_HUMAN	1	1	1	1	2	3	2	2	3	1	2	2	31.9542147581809	36.0383629807699	38.2711448745898	40.988088995534	40.5367081763228	94.8511786999098	81.9307302555453	84.3269106683691	122.824088607414	39.1279954621294	93.038013479059	72.5953599288299
APBB1_HUMAN	0	0	1	0	0	0	0	0	0	0	0	0	0	0	38.2711448745898	0	0	0	0	0	0	0	0	0
